,구,URL_ID,카페명,평점,리뷰개수,주소,행정동,영업시간,전화번호,홈페이지주소,태그,메뉴,대표사진주소,경도,위도
423,마포구,27329298,폴바셋 MBC몰파크점,4.3,15건,서울 마포구 성암로 267 103호,마포구 상암동,영업시간&월~금 08:00 ~ 22:00&토 10:00 ~ 22:00&일 10:00 ~ 21:00&공휴일&10:00 ~ 21:00,02-376-8525,www.baristapaulbassett.co.kr,#커피전문점 #카카오페이,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8A332BE94B6042C8B150E3F630D1BDC7,126.890989,37.58112363
424,마포구,617566578,슈웁,5,1건,서울 마포구 독막로6길 14,마포구 합정동,영업시간&매일 10:00 ~ 22:00,,,#카페 #제로페이,"메뉴 이름: 아메리카노 가격: 3,500++메뉴 이름: 카페라떼 가격: 4,000++메뉴 이름: 그린티라떼 가격: 4,500++메뉴 이름: 페퍼민트 가격: 3,500++메뉴 이름: 딸기에이드 가격: 4,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FE2C6443628994C219A5471AA1AD6430F,126.9173325,37.54747537
425,마포구,8439651,스타벅스 마포아크로점,4.3,17건,서울 마포구 마포대로 68 마포 아크로타워 118호,마포구 도화동,"영업시간&월~금 07:30 ~ 21:00&토,일 08:30 ~ 21:00",1522-3232,www.starbucks.co.kr,#커피전문점 #카카오페이,"메뉴 이름: 아이스 슈크림 라떼 가격: 6,100++메뉴 이름: 슈크림 라떼 가격: 6,100++메뉴 이름: 아이스 핑크 매그놀리아 레모네이드 가격: 6,100++메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500++메뉴 이름: 핑크 매그놀리아 레모네이드 가격: 6,100++메뉴 이름: 오늘의 커피 가격: 4,200++메뉴 이름: 카푸치노 가격: 5,000++메뉴 이름: 카페 라떼 가격: 5,000++메뉴 이름: 카페 모카 가격: 5,500++메뉴 이름: 카페 아메리카노 가격: 4,500++메뉴 이름: 카라멜 마키아또 가격: 5,900++메뉴 이름: 화이트 초콜릿 모카 가격: 5,900++메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900++메뉴 이름: 자바 칩 프라푸치노 가격: 6,300++메뉴 이름: 망고 바나나 블렌디드 가격: 6,300++메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700++메뉴 이름: 자몽 허니 블랙 티 가격: 5,700++메뉴 이름: 콜드 브루 가격: 4,900++메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800++메뉴 이름: 디카페인 카페 라떼 가격: 5,300++메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100++메뉴 이름: 돌체 콜드 브루 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F2E3EE024CAA64968A3D9E76156F2D07B,126.948962,37.54133238
426,마포구,1617122482,홍콩다방,4.7,3건,서울 마포구 월드컵북로 132,마포구 성산1동,영업시간&매일 07:00 ~ 01:00,070-4032-5310,www.facebook.com/hongkongmilkte,#카페 #제로페이,"메뉴 이름: 이노코미클래스 가격: 13,500++메뉴 이름: 비즈니스클래스 가격: 16,500++메뉴 이름: 루토스 비스코프 까이딴자이 가격: 6,800++메뉴 이름: 루토스 비스코프 란퐁유엔 가격: 6,500++메뉴 이름: 플레인 까이딴자이/생크림없음 가격: 4,000++메뉴 이름: 초코 까이딴자이/생크림있음 가격: 4,800++메뉴 이름: 란퐁유엔브레드 가격: 4,700++메뉴 이름: 옥수수까이딴자이 가격: 4,800++메뉴 이름: 치즈까이딴자이 가격: 5,200++메뉴 이름: 오레오 까이딴자이 가격: 6,800++메뉴 이름: 썬씨드 까이딴자이 가격: 4,800++메뉴 이름: 카라멜빈 까이딴자이 가격: 4,800++메뉴 이름: 생크림 가격: 500++메뉴 이름: 홍콩행 밀크티 가격: 5,000++메뉴 이름: 동링차/홍콩식레몬아이스티 가격: 5,500++메뉴 이름: 동윤영/홍콩식라떼 가격: 5,500++메뉴 이름: 진정차 가격: 5,000++메뉴 이름: 홍콩행 밀크티/풀사이즈/얼음없음 가격: 9,000++메뉴 이름: 동링차/풀사이즈/얼음없음 가격: 10,000++메뉴 이름: 동윤영/풀사이즈/얼음없음 가격: 10,000++메뉴 이름: 아이스아메리카노24oz 가격: 3,000++메뉴 이름: 아이스 카페라떼 가격: 4,800++메뉴 이름: 아이스 카라멜마끼아또 가격: 4,800++메뉴 이름: 아이스 바닐라라떼 가격: 4,800++메뉴 이름: 아이스 카페모카 가격: 4,800++메뉴 이름: 초코칩프라푸치노 가격: 5,000++메뉴 이름: 복숭아아이스티 가격: 4,500++메뉴 이름: 자몽에이드 가격: 5,000++메뉴 이름: 청포도에이드 가격: 5,000++메뉴 이름: 딸바우유 가격: 5,000++메뉴 이름: 유자차 가격: 4,500++메뉴 이름: 자몽청 가격: 4,500++메뉴 이름: 보이차 가격: 4,500++메뉴 이름: 캐모마일 가격: 4,500++메뉴 이름: 재스민 가격: 4,500++메뉴 이름: 패퍼민트 가격: 4,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA58E9C148F39457F849252B215838D72,126.912634,37.56475676
427,마포구,734734369,레귤러서비스,3.5,20건,서울 마포구 월드컵로25길 58,마포구 망원2동,영업시간&화~토 12:00 ~ 20:00&일 12:00 ~ 18:00&화~토 라스트오더 ~ 19:30&일 라스트오더 ~ 17:30&휴무일&월요일,,www.instagram.com/regularservice,#커피전문점 ,"메뉴 이름: Americano 가격: 3,500++메뉴 이름: Latte 가격: 4,000++메뉴 이름: Regular Service Latte 가격: 3,000++메뉴 이름: Cream Vanilla 가격: 5,000++메뉴 이름: Mocha 가격: 5,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FE54E373A94764947A21C7E4329FB3E7F,126.9043659,37.55792938
428,마포구,1866678865,퍼프,4.2,20건,서울 마포구 와우산로29다길 10 1층,마포구 서교동,"영업시간&월,목,금,토,일 12:30 ~ 19:00&휴무일&화,수요일",010-5641-9646,instagram.com/puff.puff.cafe,#카페 #제로페이,"메뉴 이름: 레몬 쉬폰 케이크 가격: 6,500++메뉴 이름: 그린티 쉬폰 케이크 가격: 6,500++메뉴 이름: 초코 쉬폰 케이크 가격: 6,500++메뉴 이름: 화이트 크림 브라우니 가격: 6,000++메뉴 이름: 그린티 크림 브라우니 가격: 6,000++메뉴 이름: 로투스 치즈케이크 가격: 7,000++메뉴 이름: 퍼프 스페셜 크로플 가격: 9,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F776629679D3146988F31796943418A57,126.9276599,37.5551219
429,마포구,366110448,디코더,4,6건,서울 마포구 와우산로 88-1 3층,마포구 서교동,영업시간&매일 10:00 ~ 22:30,,www.decoder.kr,#테마카페 #데이트코스 #방탈출카페,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F27066A35579043E42E,126.9239415,37.55217561
430,마포구,50216955,공미학 마포홍대점,4.6,11건,서울 마포구 양화로 162,마포구 서교동,영업시간&매일 11:00 ~ 23:00,02-332-3315,www.instagram.com/gongmihak,#디저트카페 ,"메뉴 이름: 마포의 미학 가격: 7,800++메뉴 이름: 친구의 미학 가격: 7,800++메뉴 이름: 아메리카노 가격: 4,500++메뉴 이름: 에이드 가격: 6,800++메뉴 이름: 레몬티 가격: 6,800",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F25AD7D20C4494D28AA5038E57DE4291B,126.923872,37.5564308
431,마포구,2021049848,발코니가든,3.9,18건,"서울 마포구 어울마당로 155-1 4,5층",마포구 서교동,"영업시간&월~목 13:00 ~ 23:00&금,토 12:00 ~ 01:00&일 12:00 ~ 22:00",02-332-1371,balconygarden.modoo.at,#카페 #감성카페 #데이트코스 #루프탑있는 #분위기좋은 #식물카페,"메뉴 이름: 아메리카노 가격: 4,500++메뉴 이름: 카페라떼 가격: 4,900++메뉴 이름: 시그니쳐 플라워 에이드 가격: 8,500++메뉴 이름: 리얼 딸기밀크 가격: 6,500++메뉴 이름: 아이스티 가격: 4,900",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_289967182,126.9271041,37.5569264
432,마포구,832403734,카페드몽슈슈 상암점,0,0건,서울 마포구 월드컵북로54길 25 상암DMC푸르지오시티 1층 108호,마포구 상암동,영업시간&매일 10:00 ~ 21:00,02-2088-1779,www.monchouchou-kr.com,#디저트카페 #데이트코스,"메뉴 이름: 아메리카노 가격: 4,000++메뉴 이름: 카페라떼 가격: 4,500++메뉴 이름: 얼그레이 가격: 4,500++메뉴 이름: 캐모마일 가격: 4,500++메뉴 이름: 오렌지 주스 가격: 7,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F559EB272AC2D42EAA3573F5D24B9D628,126.8894266,37.58184113
433,마포구,25115118,스타벅스 상암MBC점,3.6,11건,서울 마포구 성암로 267 MBC신사옥 C1 경영센터,마포구 상암동,영업시간&월~금 07:00 ~ 21:00&토 08:00 ~ 21:00&일 09:00 ~ 21:00,1522-3232,www.starbucks.co.kr,#커피전문점 #카카오페이,"메뉴 이름: 아이스 슈크림 라떼 가격: 6,100++메뉴 이름: 슈크림 라떼 가격: 6,100++메뉴 이름: 아이스 핑크 매그놀리아 레모네이드 가격: 6,100++메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500++메뉴 이름: 핑크 매그놀리아 레모네이드 가격: 6,100++메뉴 이름: 오늘의 커피 가격: 4,200++메뉴 이름: 카푸치노 가격: 5,000++메뉴 이름: 카페 라떼 가격: 5,000++메뉴 이름: 카페 모카 가격: 5,500++메뉴 이름: 카페 아메리카노 가격: 4,500++메뉴 이름: 카라멜 마키아또 가격: 5,900++메뉴 이름: 화이트 초콜릿 모카 가격: 5,900++메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900++메뉴 이름: 자바 칩 프라푸치노 가격: 6,300++메뉴 이름: 망고 바나나 블렌디드 가격: 6,300++메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700++메뉴 이름: 자몽 허니 블랙 티 가격: 5,700++메뉴 이름: 콜드 브루 가격: 4,900++메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800++메뉴 이름: 디카페인 카페 라떼 가격: 5,300++메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100++메뉴 이름: 돌체 콜드 브루 가격: 6,000",,126.890989,37.58112363
434,마포구,456734602,반지하커피,5,1건,서울 마포구 와우산로15길 37,마포구 서교동,영업시간&매일 11:00 ~ 22:00,02-6014-4111,ekal1312.modoo.at,#카페 #감성카페 #제로페이,"메뉴 이름: 아메리카노 가격: 4,000++메뉴 이름: 카페라떼 가격: 4,500++메뉴 이름: 미숫가루라떼 가격: 6,000++메뉴 이름: 밀크티 가격: 6,000++메뉴 이름: 레몬에이드 가격: 5,800++메뉴 이름: 카푸치노 가격: 4,500++메뉴 이름: 카페모카 가격: 4,800++메뉴 이름: 얼그레이 가격: 4,500++메뉴 이름: 플레인요거트 가격: 5,700&",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_847619983,126.9214826,37.54898408
435,마포구,1164881726,에이스보드카페,2.9,8건,서울 마포구 독막로7길 27 지하1층,마포구 서교동,"영업시간&월,화,수,목,일 13:00 ~ 03:00&금,토 13:00 ~ 05:00",010-3293-1122,,#보드카페 #데이트코스 #보드게임카페 #이색카페 #제로페이,"메뉴 이름: 아메리카노 (Hot) 가격: 4,000++메뉴 이름: 카페라떼 가격: 5,000++메뉴 이름: 핫초코 가격: 5,000++메뉴 이름: 녹차 가격: 5,000++메뉴 이름: 레몬 에이드 가격: 6,000",,126.9190559,37.54914
436,마포구,528356230,리버웨이,3.6,22건,서울 마포구 양화로6길 92 1층,마포구 합정동,영업시간&화~토 12:00 ~ 22:00&일 12:30 ~ 21:00&휴무일&월요일,,,#디저트카페 #감성카페 #건강식 #데이트코스 #분위기좋은 #비건베이커리 #비건카페 #제로페이,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FC3B07B58B4EF4EC69BF5A40181702DF9,126.9191736,37.54819534
437,마포구,2029406010,콘크리트엔젤,2.6,8건,서울 마포구 월드컵로3길 14,마포구 합정동,영업시간&매일 09:30 ~ 21:00&매일 라스트오더 ~ 20:00&월~금 브레이크타임 15:30 ~ 17:00,02-335-3705,,#디저트카페 #브런치카페 #제로페이,"메뉴 이름: 아메리카노 가격: 4,300++메뉴 이름: 카페 라떼 가격: 4,500++메뉴 이름: 레몬 에이드 가격: 5,500++메뉴 이름: 오렌지 주스 가격: 6,000++메뉴 이름: 얼그레이 가격: 5,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3EEBF35952AB4B01AFCA970FCEFD159F,126.9123434,37.55103566
438,마포구,17672246,몽카페그레고리,3.8,42건,"서울 마포구 양화로6길 84 2, 3층",마포구 합정동,영업시간&매일 13:30 ~ 23:30,02-322-9579,,#카페 #디저트카페 #빈티지분위기,"메뉴 이름: Espresso 가격: 5,000++메뉴 이름: Caffe Americano 가격: 5,000++메뉴 이름: Caffe con panna (HOT) 가격: 6,000++메뉴 이름: Caffe Latte 가격: 5,500++메뉴 이름: Cappuccino 가격: 5,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8357004B4BA141789C64AA34C0DD2C3D,126.9187842,37.54831844
439,마포구,1568625118,리피 메세나폴리스점,3.9,8건,"서울 마포구 서교동 490 지하1층 154,155호",마포구 서교동,영업시간&매일 10:00 ~ 21:00,070-4243-0084,www.instagram.com/leafy_kr,#카페 #다이닝카페 #브런치카페 #커피 #합정맛집 #합정브런치 #데이트코스 #분위기좋은 #친목모임 #카카오페이,"메뉴 이름: 버라이어티 베지 플래터 가격: 16,500++메뉴 이름: 트리플 미트 플래터 가격: 17,000++메뉴 이름: 풀 오브 더블 에그 샌드위치 & 프렌치 프라이 가격: 15,000++메뉴 이름: 크리스피 치즈 앤 비프 파니니 & 샐러드 가격: 16,000++메뉴 이름: 리피 플랫 화이트 가격: 5,500++메뉴 이름: 리피 플랫 그린 가격: 6,000++메뉴 이름: 오믈렛 & 후무스 샐러드 가격: 13,000++메뉴 이름: 버라이어티베지플래터 가격: 16,500++메뉴 이름: 트러플미트플래터 가격: 17,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F2047AC321C0B421E80D55196025B0601,126.9137572,37.55092371
440,마포구,723157045,포포크,3.8,18건,서울 마포구 성미산로29길 23 1층,마포구 연남동,영업시간&매일 12:00 ~ 22:00,,www.instagram.com/forfork_cafe,#카페 #야외카페 #제로페이,"메뉴 이름: 솔티캬라멜 다쿠아즈 가격: 3,700++메뉴 이름: 아메리카노 가격: 5,000++메뉴 이름: 카페라떼 가격: 5,500++메뉴 이름: 레몬소다 가격: 7,000++메뉴 이름: 얼그레이 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F66E6120BCAF8459C8C13B94445BC7388,126.9221096,37.56499731
441,마포구,18731305,공차 홍대점,2.1,19건,서울 마포구 어울마당로 114 1층,마포구 서교동,영업시간&매일 10:00 ~ 22:00&휴무일&연중무휴,02-3144-0743,www.gong-cha.co.kr,#카페 #카카오페이,"메뉴 이름: 브라운슈가 치즈폼 스무디(L) 가격: 5,700++메뉴 이름: 브라운슈가 쥬얼리 밀크티(L) 가격: 5,300++메뉴 이름: 망고 스무디 가격: 5,300++메뉴 이름: 망고 요구르트(L) 가격: 5,000++메뉴 이름: 망고 주스(L) 가격: 4,600++메뉴 이름: 망고요구르트+화이트펄(L) 가격: 5,200++메뉴 이름: 블랙 밀크티(L) 가격: 4,000++메뉴 이름: 블랙밀크티+펄(L) 가격: 4,200++메뉴 이름: 블랙티(L) 가격: 3,500++메뉴 이름: 아메리카노 가격: 3,500++메뉴 이름: 얼그레이 밀크티(L) 가격: 4,000++메뉴 이름: 얼그레이티(L) 가격: 3,500++메뉴 이름: 우롱 밀크티(L) 가격: 4,000++메뉴 이름: 우롱티(L) 가격: 3,500++메뉴 이름: 자스민 그린티(L) 가격: 3,500++메뉴 이름: 제주 그린티 스무디 가격: 5,300++메뉴 이름: 청포도 스무디 가격: 4,800++메뉴 이름: 초코 쿠앤크 스무디 가격: 4,500++메뉴 이름: 초콜렛 밀크티(L) 가격: 4,000++메뉴 이름: 카페라떼 가격: 4,000++메뉴 이름: 타로 밀크티(L) 가격: 4,000++메뉴 이름: 타로밀크티+펄(L) 가격: 4,200++메뉴 이름: 피스타치오 밀크티+펄(L) 가격: 4,900++메뉴 이름: 제주 그린 밀크티+펄(L) 가격: 4,900++메뉴 이름: 청포도 그린티+알로에(L) 가격: 4,500",,126.9232198,37.55483674
442,마포구,2048824949,마마즈돌,4.7,3건,서울 마포구 동교로46길 24-2 1층,마포구 연남동,영업시간&화~일 12:00 ~ 22:00&휴무일&월요일,070-7571-8445,www.mamazdoll.com,#카페 #제로페이,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1999965598,126.9258551,37.56209298
443,마포구,23700933,투썸플레이스 망원역점,2,15건,서울 마포구 월드컵로 62,마포구 서교동,영업시간&매일 07:30 ~ 23:00,02-3141-0303,www.twosome.co.kr,#커피전문점 #카카오페이 #제로페이,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F78C6330D3DD247358AD252F6A7C0C967,126.9115171,37.55488931
444,마포구,1929369015,엑스이스케이프 홍대상상마당점,2.1,7건,서울 마포구 어울마당로 70 서포빌딩 4층,마포구 서교동,"영업시간&월~금 11:00 ~ 24:00&토,일 11:00 ~ 01:00",02-325-2425,,#테마카페 #데이트코스 #방탈출카페,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F43DFFEBE23BC45CB897F99CEAA511921,126.9215532,37.55138201
445,마포구,24063519,더지엘,0,0건,서울 마포구 홍익로5안길 36,마포구 서교동,"영업시간&월~금 09:00 ~ 23:00&토,일 10:00 ~ 23:00",070-4848-0083,www.instagram.com/cafethegl,#카페 #데이트코스 #분위기좋은 #야외테라스,"메뉴 이름: 아메리카노 가격: 3,900++메뉴 이름: 카페라떼 가격: 4,700++메뉴 이름: 딸기라떼 가격: 5,000++메뉴 이름: 수박주스 가격: 5,900++메뉴 이름: 캐모마일 가격: 5,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FC46FA8144FA247519A6B60557DAD69FE,126.9209028,37.55331564
446,마포구,25115119,스타벅스 서강대점,3.3,8건,서울 마포구 백범로 23 거구장컨벤션웨딩 1층,마포구 대흥동,영업시간&월~토 08:00 ~ 19:00&일 09:00 ~ 17:00,1522-3232,www.starbucks.co.kr,#커피전문점 #카카오페이,"메뉴 이름: 아이스 슈크림 라떼 가격: 6,100++메뉴 이름: 슈크림 라떼 가격: 6,100++메뉴 이름: 아이스 핑크 매그놀리아 레모네이드 가격: 6,100++메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500++메뉴 이름: 핑크 매그놀리아 레모네이드 가격: 6,100++메뉴 이름: 오늘의 커피 가격: 4,200++메뉴 이름: 카푸치노 가격: 5,000++메뉴 이름: 카페 라떼 가격: 5,000++메뉴 이름: 카페 모카 가격: 5,500++메뉴 이름: 카페 아메리카노 가격: 4,500++메뉴 이름: 카라멜 마키아또 가격: 5,900++메뉴 이름: 화이트 초콜릿 모카 가격: 5,900++메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900++메뉴 이름: 자바 칩 프라푸치노 가격: 6,300++메뉴 이름: 망고 바나나 블렌디드 가격: 6,300++메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700++메뉴 이름: 자몽 허니 블랙 티 가격: 5,700++메뉴 이름: 콜드 브루 가격: 4,900++메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800++메뉴 이름: 디카페인 카페 라떼 가격: 5,300++메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100++메뉴 이름: 돌체 콜드 브루 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F7927371DB9724F61A8A90DC122948810,126.937987,37.55207087
447,마포구,1485627824,스타벅스 홍대역8번출구점,2.8,9건,서울 마포구 양화로 166,마포구 서교동,"영업시간&월~금 07:00 ~ 22:00&토,일 08:00 ~ 22:00",1522-3232,,#커피전문점 ,"메뉴 이름: 아이스 슈크림 라떼 가격: 6,100++메뉴 이름: 슈크림 라떼 가격: 6,100++메뉴 이름: 아이스 핑크 매그놀리아 레모네이드 가격: 6,100++메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500++메뉴 이름: 핑크 매그놀리아 레모네이드 가격: 6,100++메뉴 이름: 오늘의 커피 가격: 4,200++메뉴 이름: 카푸치노 가격: 5,000++메뉴 이름: 카페 라떼 가격: 5,000++메뉴 이름: 카페 모카 가격: 5,500++메뉴 이름: 카페 아메리카노 가격: 4,500++메뉴 이름: 카라멜 마키아또 가격: 5,900++메뉴 이름: 화이트 초콜릿 모카 가격: 5,900++메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900++메뉴 이름: 자바 칩 프라푸치노 가격: 6,300++메뉴 이름: 망고 바나나 블렌디드 가격: 6,300++메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700++메뉴 이름: 자몽 허니 블랙 티 가격: 5,700++메뉴 이름: 콜드 브루 가격: 4,900++메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800++메뉴 이름: 디카페인 카페 라떼 가격: 5,300++메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100++메뉴 이름: 돌체 콜드 브루 가격: 6,000",,126.9241654,37.55674085
448,마포구,1707787665,브라운하우스,4,30건,서울 마포구 동교로50길 25 2층,마포구 연남동,영업시간&매일 12:00 ~ 22:00,,instagram.com/braunhaus_kr,#카페 ,"메뉴 이름: 브라운커피 가격: 6,300++메뉴 이름: 아메리카노 가격: 5,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_672531483,126.9273791,37.56334532
449,마포구,89300583,투썸플레이스 마포공덕점,1.4,7건,서울 마포구 마포대로 156 공덕푸르지오시티 1층,마포구 공덕동,"영업시간&월~금 07:00 ~ 23:00&토,일 09:00 ~ 23:00",02-703-7772,www.twosome.co.kr,#커피전문점 #카카오페이,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FEE1E13826E8C4929AA3DDF0A70DE1F23,126.9543699,37.54793842
450,마포구,1921576695,하이럽,0,0건,서울 마포구 독막로7길 42 2층,마포구 서교동,영업시간&매일 11:00 ~ 20:00,0507-1481-0855,,#카페 ,,,126.9197485,37.54960994
451,마포구,27503028,le torte,3.8,12건,서울 마포구 연남로1길 19,마포구 연남동,"영업시간&월,수,목,금,토,일 12:00 ~ 22:00&휴무일&화요일",02-312-1888,www.facebook.com/letorte2014,#카페 #데이트코스 #디저트카페 #앤틱한,"메뉴 이름: 아메리카노 가격: 3,000++메뉴 이름: 카페라떼 가격: 4,000++메뉴 이름: 복숭아 아이스티 가격: 3,000++메뉴 이름: 밀크티 가격: 5,000++메뉴 이름: 자몽 에이드 가격: 5,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1DC31DD728BA4B8D8C86E5C2B0357790,126.9219929,37.5604134
452,마포구,21459186,달의계단,3.3,20건,서울 마포구 와우산로27길 74,마포구 서교동,영업시간&매일 11:00 ~ 23:00,02-334-2355,,#카페 #디저트카페 #제로페이,"메뉴 이름: 아메리카노 가격: 4,000++메뉴 이름: 카페라떼 가격: 5,000++메뉴 이름: 카모마일 가격: 6,000++메뉴 이름: 녹차라떼 가격: 6,000++메뉴 이름: 피스타치오프라페 가격: 6,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F241C5037524872E912,126.924834,37.55563662
453,마포구,1232122741,더세임 카페,4.4,5건,"서울 마포구 희우정로1길 6-3 1, 2층",마포구 합정동,영업시간&매일 10:00 ~ 21:00,02-336-0536,,#카페 ,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F5C7FC32255814B32B32A99F4B63FA18F,126.9077571,37.54922475
454,마포구,27495056,알레스카페,4.8,23건,서울 마포구 백범로1길 16,마포구 대흥동,영업시간&월~금 08:00 ~ 22:00,,www.facebook.com/allescaffe,#카페 #감성카페 #분위기좋은 #카카오페이 #제로페이,"메뉴 이름: 아메리카노 가격: 3,500++메뉴 이름: 카페라떼 가격: 4,000++메뉴 이름: 레모네이드 가격: 5,000++메뉴 이름: 레몬차 가격: 6,000++메뉴 이름: 레몬주스 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4B59C6BB0D224CB09667FA3DFEF78C36,126.9379701,37.55451344
455,마포구,2009558429,헤이미쉬,3.6,16건,서울 마포구 동교로38길 27,마포구 연남동,영업시간&매일 15:00 ~ 24:00,,www.instagram.com/heimish390_25,#카페 #데이트코스 #분위기좋은 #제로페이,"메뉴 이름: 아메리카노 가격: 5,000++메뉴 이름: 카페라떼 가격: 5,500++메뉴 이름: 비엔나커피 가격: 6,000++메뉴 이름: 캐모마일 가격: 5,000++메뉴 이름: 고모할머니 미숫가루 가격: 6,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3B20344FA708428CA0FFD2A3A3EF1ADF,126.9255769,37.56173902
456,마포구,1265971384,마스터키 홍대점,4.1,8건,서울 마포구 와우산로27길 39 3층,마포구 서교동,영업시간&매일 10:30 ~ 24:00,02-337-5575,www.master-key.co.kr,#테마카페 #데이트코스 #방탈출카페 #제로페이,,,126.9262843,37.55457784
457,마포구,807741978,커피호스피탈,4.4,16건,"서울 마포구 포은로 93 1,2층",마포구 망원1동,"영업시간&월~금 14:00 ~ 21:00&토,일 12:00 ~ 22:00",02-323-5500,www.instagram.com/coffee_hospital_404,#카페 #이색카페 #핸드드립전문점 #제로페이,"메뉴 이름: 망소라떼 가격: 6,500++메뉴 이름: 망소다 피치 가격: 6,000++메뉴 이름: 말차 초코칩 브라우니 가격: 5,000++메뉴 이름: 망소다 엘더플라워 가격: 6,000++메뉴 이름: 초코 호두 브라우니 가격: 4,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FB3DB027569814FF0B4279387DE902585,126.904938,37.55530367
